versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-camarillo-rtgwg-lsn-01,draft-camarillo-rtgwg-lsn,1,new-draft,ignored_after_review,ignored_after_review,0,none,Lightspeed Notification Protocol,"This document defines the Lightspeed Notification Protocol (LSN), a
   hardware-accelerated signaling mechanism designed for sub-100
   microsecond network convergence in AI/ML data center fabrics.  By
   operating entirely within the forwarding plane, LSN bypasses
   traditional CPU-based latencies to propagate link failures and
   congestion via a hardware-efficient encoding.  It serves as a high-
   speed complement to routing protocols like BGP, providing an
   immediate hardware ""veto"" to prune congested/failed paths while
   maintaining control-plane stability for path recovery.",https://datatracker.ietf.org/doc/draft-camarillo-rtgwg-lsn/,2026-09-24,
draft-carleton-workload-authz-grant-01,draft-carleton-workload-authz-grant,1,new-draft,read_now,authorization,22,none,Workload Authorization Grant,"This document defines the Workload Authorization Grant (WAG), by
   which a workload hosted on a platform -- an AI agent is the
   motivating case -- obtains access tokens from a third party's OAuth
   authorization server without requiring an administrator to perform a
   per-workload provisioning step.  Each workload is identified by an
   opaque identifier that is never reassigned.  The platform signs a JWT
   authorization grant ([RFC7523]) that names one workload, and the
   workload presents it at the token endpoint of an authorization server
   that has been configured, once, to trust that platform.  The
   authorization server does not reject a workload because it has not
   seen it before.  The workload's access is determined by the
   authorization server's own policy, which may consult claims the
   platform asserts about the workload.  This document covers workloads
   acting on their own behalf.  Access on behalf of a user or other
   principal is out of scope, though the grant is intended to compose
   with delegation mechanisms in which the workload is the actor.",https://datatracker.ietf.org/doc/draft-carleton-workload-authz-grant/,2026-09-24,
draft-chuang-dkim2-sender-policy-03,draft-chuang-dkim2-sender-policy,3,new-draft,ignored_after_review,ignored_after_review,0,none,DKIM2 Sender Policy,"This document updates DMARC RFC9989 for DKIM2.  In particular DKIM2
   verification supports MTA relay forwarding with message modifications
   through multiple MTAs, so this updates DMARC to support those
   scenarios as well.  While DMARC defines a RFC5322 From alignment
   constraint with an enforcement policy if validation fails, this
   generalizes and separates enforcement policy from constraint
   validation policies.  This provides a mechanism for MTAs to declare
   support for DKIM2 through the DMARC DNS policy record that helps
   secure DKIM2 from downgrade attacks.",https://datatracker.ietf.org/doc/draft-chuang-dkim2-sender-policy/,2026-09-24,
draft-chueayen-attestation-receipts-03,draft-chueayen-attestation-receipts,3,new-draft,read_now,trust_infrastructure,11,none,Enforcement Attestation Receipts for AI Inference Decisions,"This document specifies a compact JSON attestation receipt for an AI
   inference decision.  A receipt binds an outcome to a request hash
   under a published Ed25519 public key, so a party that does not trust
   the issuer's infrastructure can still verify offline what the
   issuer's signing key attested was decided.  The format is
   intentionally small and version-selected, so independent verifiers
   stay easy to implement and audit.  It is intended for settings where
   an operator-controlled log is not, on its own, sufficient evidence of
   the decision.",https://datatracker.ietf.org/doc/draft-chueayen-attestation-receipts/,2026-09-24,
draft-claise-green-capability-discovery-02,draft-claise-green-capability-discovery,2,new-draft,adjacent_watchlist,adjacent_watchlist,3,none,A YANG Data Model for Power State Capability Discovery,"This document defines a YANG data model that augments the system
   capabilities model of RFC 9196 to allow a network element to
   advertise, per hardware Component, the set of Power States that the
   Component supports, together with a static characterization of each
   such state: the expected and maximum Power the Component draws in it,
   and the time to enter and exit it.

   This capability model complements the operational Power and Energy
   data model defined in the GREEN Power and Energy YANG module, which
   reports the current Power State and the measured Power of a
   Component, but not which Power States are available, how much Power
   each draws, or how long transitions between them take.  It is
   anchored to the hardware inventory of RFC 8348, reuses the Power
   State identities of the GREEN Power and Energy model, and, because it
   is static, may be provided at implementation time as YANG instance
   data per RFC 9195 so that an Energy Management System can learn a
   platform's Power State capabilities before the equipment is deployed
   or even powered on.",https://datatracker.ietf.org/doc/draft-claise-green-capability-discovery/,2026-09-24,
draft-connolly-cfrg-xwing-kem-11,draft-connolly-cfrg-xwing-kem,11,new-draft,ignored_after_review,ignored_after_review,0,none,X-Wing: general-purpose hybrid post-quantum KEM,"This memo defines X-Wing, a general-purpose post-quantum/traditional
   hybrid key encapsulation mechanism (PQ/T KEM) built on X25519 and ML-
   KEM-768.",https://datatracker.ietf.org/doc/draft-connolly-cfrg-xwing-kem/,2026-09-24,
draft-crovia-tacet-00,draft-crovia-tacet,0,new-draft,read_now,trust_infrastructure,11,none,"TACET: Verifiable Silence Proofs over a Sparse Merkle Transparency Map, with the PNX Profile for Proof of Non-Exfiltration","Existing transparency logs prove presence: a certificate was logged,
   a binary was published, a key was registered.  TACET is a
   transparency map whose primary product is a portable, offline-
   verifiable proof of absence over time: that for a given subject, no
   record satisfying a public predicate existed in the map, and none was
   found on the subject's monitored public surfaces, across a contiguous
   range of epochs bounded below by a public randomness beacon and above
   by a Bitcoin block.  This document specifies the map (a depth-256
   sparse Merkle tree), the signed epoch sheet, surface snapshots and
   predicates, the delta-encoded silence proof with its three strength
   levels, the monotonicity rule under which silence never accrues
   without observation, the anchor check that needs no Bitcoin node, and
   the wrapping of proofs in Crovia Seal receipts.  It further specifies
   PNX, a profile that applies the same construction to the outbound
   traffic of an AI agent to prove that labelled assets were not
   exfiltrated during a run.",https://datatracker.ietf.org/doc/draft-crovia-tacet/,2026-09-24,
draft-das-accountable-autonomous-effectuation-01,draft-das-accountable-autonomous-effectuation,1,new-draft,read_now,ai_infrastructure,12,none,AI Safety and Accountability at the Effectuation Boundary: Protocol Requirements for Autonomous Actions,"Artificial intelligence and autonomous systems are increasingly
   moving from generating information to initiating actions that
   directly affect data, services, networks, infrastructure, and
   physical systems.  At the opening of the General Debate of the 81st
   Session of the United Nations General Assembly, UN Secretary-General
   Antonio Guterres warned of ""technology without accountability,""
   describing the concern further as ""capability without oversight"" and
   ""decision-making without transparency,"" and called for cooperation on
   AI safety risks, testing, evaluation, transparency, and common
   safeguards.

   This document examines that problem from governance intent to
   consequence-edge verification protocols: the corresponding technical
   question is how can accountability remain enforceable at the moment a
   machine-generated decision becomes an externally consequential
   action?  It defines an effectuation-boundary problem in which a
   proposed action may be correctly authenticated and authorized
   upstream, yet the operation ultimately presented for execution may
   differ because of substitution, redirection, replay, stale authority,
   changed state, compromised intermediaries, or other causes.

   An execution-finality architecture is presented as one possible
   technical response.  A proposed operation remains non-effective until
   applicable authority and protected-state conditions are satisfied,
   and the component controlling the external consequence verifies that
   the operation actually presented for effectuation corresponds to
   currently valid authority.

   This document does not define AI governance policy, and it does not
   imply endorsement of this architecture by the United Nations or any
   other institution.  It is intended to solicit IETF discussion about
   whether effectuation-boundary accountability constitutes an
   interoperability or protocol requirement, which existing mechanisms
   can provide the required properties, and whether any additional
   standardization is necessary.",https://datatracker.ietf.org/doc/draft-das-accountable-autonomous-effectuation/,2026-09-24,
draft-das-agentic-adaptive-authorization-00,draft-das-agentic-adaptive-authorization,0,new-draft,read_now,authorization,22,none,Adaptive Authorization for Agentic AI: Graduated and Escalated Execution Control for Critical Infrastructure,"AI agents are beginning to move money, release confidential data,
   change cloud privileges, and command industrial and other critical-
   infrastructure equipment.  Existing controls answer whether an actor
   or request may proceed.  These include authentication, OAuth scopes,
   conditional access, risk engines, and attestation.  None of them,
   alone, guarantees three things about the consequence that finally
   occurs: that it is the exact act that was evaluated, that it is still
   permitted under current state, and that it cannot be replayed,
   substituted, or routed around the check.  Risk engines that return
   ESCALATE widen this gap.  The escalation is a label, and nothing
   forces the stricter conditions it implies to reach the point where
   the effect actually happens.

   This document defines Graduated and Escalated Conditional Execution
   Finality.  Every AI-generated operation is held as a non-effective
   Candidate Act. It is classified into a graduated release class rather
   than a binary allow/deny: ordinary, reduced, escalated, canary,
   sandbox, review, quarantine, or deny.  For an elevated-risk act, the
   system first derives a narrower consequence boundary.  It then binds
   the required controls into an act-bound, sink-bound Execution Handle;
   examples include a lower value, one named recipient, protected
   approval, short validity, fresh attestation, and single use.  The
   Finality Sink at the last preventable boundary re-verifies those
   controls against current protected state, atomically with
   effectuation.

   The contribution is threefold.  First, escalation changes executable
   authority, not merely a decision record.  Second, escalation is
   monotonic: it cannot be laundered, fragmented, downgraded, or
   resubmitted away on its path to the sink.  Third, the Finality Sink
   is shown to be necessary but not sufficient, so finality is an end-
   to-end property rather than a gateway.  The document specifies
   nineteen testable enforcement points, from the base execution-
   dependency mechanism to proxy, hardware, escrow, rollback,
   inheritance, and path-closure requirements.  It also provides a
   comparison with conventional mechanisms, a security model with
   explicit assumptions and invariants, a latency model, escalation-
   specific attacks, and the problems it leaves open.",https://datatracker.ietf.org/doc/draft-das-agentic-adaptive-authorization/,2026-09-24,
draft-das-agentic-effectuation-boundary-00,draft-das-agentic-effectuation-boundary,0,new-draft,read_now,trust_infrastructure,23,none,When AI Agents Hold the Keys: Threat Model and Execution-Finality Requirements for Autonomous High-Consequence Systems,"AI agents are increasingly being delegated authority to invoke APIs,
   move money, modify enterprise state, operate infrastructure, and
   trigger physical actions.  Existing mechanisms for authentication,
   authorization, proof-of-possession, attestation, request
   preconditions, and authorization-context propagation are necessary
   building blocks, but they do not by themselves establish a universal
   invariant that the exact consequential act approved earlier is the
   exact act permitted to become effective now.

   This document defines a threat model for autonomous high-consequence
   agents and identifies an effectuation-boundary gap: a request can be
   correctly authenticated, correctly authorized, correctly attested,
   and still be unsafe to execute because parameters, policy state,
   external prerequisites, delegation state, lineage, or the execution
   path changed after the earlier decision.  The document describes an
   execution-finality architecture in which a proposed act remains non-
   effective until a protected enforcement point verifies exact-act
   binding, freshness, current policy state, anti-replay state, required
   provenance, and path completeness immediately before effectuation,
   with authority consumed in coordination with the consequential
   commit.",https://datatracker.ietf.org/doc/draft-das-agentic-effectuation-boundary/,2026-09-24,
draft-das-ai-factory-silicon-finality-02,draft-das-ai-factory-silicon-finality,2,new-draft,read_now,core_identity,25,none,"Execution Finality for AI-Factory Silicon and Accelerated Infrastructure: Enforcement Profiles for GPUs, Chiplets, Memory Fabrics, DPUs, RDMA, CXL, and Photonic Boundaries","AI factories and AI-native infrastructure are heterogeneous control
   systems in which CPUs, GPUs, NPUs, memory controllers, CXL and PCIe
   paths, DMA and RDMA engines, DPUs, SmartNICs, accelerator fabrics,
   chiplets, storage, optical interconnects, model-serving runtimes,
   schedulers, firmware, and physical power or cooling controllers can
   all participate in one consequential operation.  Existing industry
   mechanisms such as authentication, access control, workload identity,
   attestation, confidential computing, IOMMU/SMMU isolation, memory
   protection, transport security, scheduler policy, safety logic, and
   hardware roots of trust are necessary building blocks, but they do
   not by themselves define one common rule for whether the exact
   pending operation is still authorized at the instant and location
   where it becomes effective.

   This document describes that missing effectuation-boundary rule.  In
   plain engineering terms, the architecture holds a consequential
   operation in a pending or inhibited state, identifies the exact
   command, transfer, route, memory range, output, configuration change,
   or actuation request, validates current authority and protected
   state, binds a narrowly scoped authorization artifact to those exact
   parameters and to the intended enforcement boundary, and requires the
   boundary that physically or logically controls the consequence to
   verify the binding before commit.  The boundary therefore acts like a
   policy enforcement point, reference monitor, transaction-commit gate,
   command gate, safety interlock, actuation gate, output-release gate,
   or hardware admission controller, depending on the deployment domain.

   The document uses the specialized terms Candidate Act, Non-Effective
   State, Protected Enforcement Domain, Protected Validation Evidence,
   scoped non-bearer capability, and Finality Sink.  These terms name
   functions rather than required products or protocol objects.
   Equivalent implementations may instead use concepts such as a staged
   transaction, command descriptor, authorization decision record,
   sender-constrained or context-bound permit, anti-replay state,
   generation or fencing epoch, compare-and-swap style commit, fail-safe
   inhibit, or transactional check-and-commit.  The functional
   requirement is that the actual pending effect cannot complete through
   the protected path unless the exact act, current state, freshness,
   scope, destination, and effectuation boundary still correspond.

   The Finality Sink is the component with mandatory control over the
   consequence.  Depending on the profile, it may be a memory
   controller, HBM gate, GPU scheduler, accelerator partition
   controller, IOMMU or SMMU, DMA or RDMA engine, DPU or SmartNIC,
   fabric switch, chiplet link controller, CXL component, cache-
   coherence controller, model loader, token-emission gate, optical
   modulator or wavelength controller, eFPGA configuration gate, rack
   power controller, radio-control path, or another protected commit
   point.  Physical separation from the compute component is not
   required; mandatory mediation and protected verification are
   required.

   The document provides 98 detailed Enforcement Profiles.  Sixty-three
   translate the supplied GPU, silicon, chiplet, memory-fabric, and AI-
   factory source set; twelve supplementary profiles map the same
   execution-finality model onto current hyperscale and Arm-based
   infrastructure directions; eight additional profiles selectively
   adapt non-duplicative mechanisms from companion DAS Protocols
   disclosures for silicon and AI-factory use; and fifteen profiles
   address electrical package-I/O, sideband, error, test, and coherence-
   transition boundaries.  Profile identifiers retain source numbering
   for traceability, so gaps are intentional.

   The architecture is intended to complement, not replace, accelerated
   computing, confidential computing, chiplet and coherent-memory
   protocols, accelerator fabrics, optical I/O, attestation, identity,
   authorization, hardware isolation, safety engineering, and existing
   control systems.  The IETF relevance is principally the cross-layer
   relationship among identity, evidence, attestation, cryptographic
   binding, protected state, replay resistance, delegation, and the
   final effectuation boundary.  Hardware-specific wire protocols remain
   within the remit of the appropriate hardware, semiconductor,
   telecommunications, optical, automotive, aerospace, and control-
   system standards bodies.  The common invariant is: computation may
   produce a proposed act, but computation alone is not authority for
   consequence.",https://datatracker.ietf.org/doc/draft-das-ai-factory-silicon-finality/,2026-09-24,
draft-das-cvid-enforcement-profiles-01,draft-das-cvid-enforcement-profiles,1,new-draft,read_now,authorization,21,none,Capability-Validated Inbound Descriptors: Catalogue of Enforcement Profiles,"Modern networks, AI systems, cloud platforms, vehicles, radios,
   accelerators, and control systems often authenticate a requester,
   authorize access, attest a workload, or complete a computation before
   the resulting operation reaches the component that can make it
   externally effective.  Those checks are necessary, but an earlier
   approval can become stale, be replayed, be applied to changed
   parameters, or be exercised through a different consequence path.
   This document describes seventy-seven enforcement profiles for a
   common engineering pattern: keep a pending operation in a non-
   effective or inhibited state until a mandatory enforcement point at
   the actual consequence boundary verifies that the exact live
   operation still matches current bounded authority.

   The document uses the term Capability-Validated Inbound Descriptor
   (CVID) for one representation of that bounded machine-verifiable
   authority.  In ordinary industry terminology, the same function may
   be implemented as an act-specific authorization descriptor,
   constrained capability, one-shot permit, transaction authorization,
   command permit, or protected release token.  The final enforcement
   role may be implemented as a policy enforcement point, reference
   monitor, safety interlock, command gate, actuation gate, transaction
   commit guard, packet-egress gate, RF enable gate, secure resolver,
   hardware release controller, or another mandatory control point.
   Functional equivalence depends on the enforced sequence and failure
   behavior, not on use of a particular name.

   The common sequence is: identify the exact pending act or output;
   keep it non-effective; bind authority to effect-determining
   parameters, destination or sink, current generation or policy state,
   freshness, and bounded-use state; reconstruct or observe the live
   operation at the consequence boundary; recheck current revocation,
   replay, quota, and fencing state; and serialize final verification
   and authority consumption with the consequence-bearing commit.
   Missing, stale, revoked, replayed, mismatched, exhausted,
   unavailable, or indeterminate required state leaves the protected
   consequence unavailable unless an explicitly defined fail-safe
   profile authorizes a narrower safe action.

   The profiles span inbound communication; network capability exposure
   and intent-driven network programming; AI-native radio access,
   network slicing and packet core; distributed inference and digital
   twins; ultra-reliable low-latency operation; cross-border and
   sovereignty-bound execution; satellite, non-terrestrial and direct-
   to-device networks; optical inter-satellite links; immersive and
   semantic media; machine swarms; ambient IoT and backscatter;
   reconfigurable intelligent surfaces; device paging and wake; offline
   central-bank-digital-currency settlement; lawful disclosure through
   escrow; platform-neutrality measurement; network energy expenditure;
   accelerator output paths; DMA and RDMA boundaries; interconnects and
   die-to-die interfaces; eSIM/eUICC activation; subscriber rebinding;
   roaming; UPF egress; break-glass operation; key use; firmware and
   model activation; AI memory and vector persistence; agent and tool
   dispatch; streaming release; cumulative budgets; failover; and
   maintenance or debug paths.

   Three authorities are deliberately separated: authority to consume
   resources, authority to perform computation, and authority to cause
   an external effect.  The document is an individual technical
   submission offered for engineering review.  Existing authentication,
   authorization, attestation, safety, transaction, and hardware-
   isolation mechanisms can supply parts of the required enforcement;
   the architectural delta is the explicit consequence-bound check that
   keeps the exact pending operation non-effective until current
   authority is verified at the last mandatory point before effect.",https://datatracker.ietf.org/doc/draft-das-cvid-enforcement-profiles/,2026-09-24,
